amplitude,phase,timestamp,validflag,ttlin,mark,ttlout
0.13359812063793264,1.3708767942937279,276449,0,0,,0
0.13424807692421908,1.4851165271515385,276489,0,0,P,0
0.13310721953630694,1.5993562600093492,276529,0,0,,0
0.13031169813470206,1.7135959928671598,276569,0,0,,0
0.12609729606670153,1.8278357257249704,276609,0,0,,0
0.1207810730955614,1.942075458582781,276649,0,0,,0
0.11473788669125184,2.056315191440592,276689,0,0,,0
0.10837326031558192,2.170554924298403,276729,0,0,,0
0.10209427903477548,2.2847946571562137,276769,0,0,,0
0.09628030533350143,2.3990343900140245,276809,0,0,,0
0.0912553151816785,2.5132741228718354,276849,0,0,,0
0.08726355630010516,2.6275138557296462,276889,0,0,,0
0.08445003331275328,2.741753588587457,276929,0,0,,0
0.08284703985880681,2.855993321445268,276969,0,0,,0
0.08236760252581025,2.970233054303079,277009,0,0,,0
0.08280629639572508,3.0844727871608897,277049,0,0,,0
0.08384746058069531,3.1987125200187005,277089,0,0,,0
0.0850804092917129,3.3129522528765114,277129,0,0,,0
0.08602082463909463,3.4271919857343223,277169,0,0,,0
0.08613715497239785,3.541431718592133,277209,0,0,,0
0.08488054781230321,3.655671451449944,277249,0,0,,0
0.08171663603981509,3.769911184307755,277289,0,0,,0
0.0761573818295282,3.8841509171655657,277329,0,0,,0
0.06779117113764242,3.9983906500233766,277369,0,0,,0
0.05630944279374163,4.112630382881187,277409,0,0,,0
0.04152832493042601,4.226870115738998,277449,0,0,,0
0.023404026608290267,4.341109848596808,277489,0,0,,0
0.002041078160501364,4.455349581454619,277529,0,0,,0
-0.02230708985957079,4.569589314312429,277569,0,0,,0
-0.04924531484686097,4.6838290471702395,277609,0,0,,0
-0.07825127486305697,4.79806878002805,277649,0,0,,0
-0.10869671542446369,4.91230851288586,277689,0,0,,0
-0.1398742153171767,5.026548245743671,277729,0,0,,0
-0.17102807558637564,5.140787978601481,277769,0,0,,0
-0.20138769544775215,5.255027711459292,277809,0,0,,0
-0.23020167087610682,5.369267444317102,277849,0,0,,0
-0.25677082270414797,5.483507177174912,277889,0,0,,0
-0.2804784321990842,5.597746910032723,277929,0,0,,0
-0.30081612855793943,5.711986642890533,277969,0,0,,0
-0.3174041244570596,5.826226375748344,278009,0,0,,0
-0.33000481780161384,5.940466108606154,278049,0,0,,0
-0.3385291513372627,6.0547058414639645,278089,0,0,,0
-0.3430355251976842,6.168945574321775,278129,0,0,,0
-0.34372146761435185,0.0,278169,0,0,Z,0
-0.34090866255185814,0.08267349088394192,278209,0,0,,0
-0.3350222877372908,0.16534698176788384,278249,0,0,,0
-0.32656591262187595,0.24802047265182575,278289,0,0,,0
-0.3160934269801919,0.3306939635357677,278329,0,0,,0
-0.3041796053004961,0.4133674544197096,278369,0,0,,0
-0.2913909531355976,0.49604094530365156,278409,0,0,,0
-0.27825842790956823,0.5787144361875934,278449,0,0,,0
-0.2652534825447874,0.6613879270715354,278489,0,0,,0
-0.25276865512759705,0.7440614179554773,278529,0,0,,0
-0.2411036357344393,0.8267349088394192,278569,0,0,,0
-0.23045740033378798,0.9094083997233612,278609,0,0,,0
-0.22092663191281853,0.9920818906073031,278649,0,0,,0
-0.21251027269564401,1.074755381491245,278689,0,0,,0
-0.20511969076199768,1.1574288723751869,278729,0,0,,0
-0.1985936206741754,1.2401023632591288,278769,0,0,,0
-0.19271676966894744,1.3227758541430708,278809,0,0,,0
-0.18724078393297625,1.4054493450270127,278849,0,0,,0
-0.181906154502752,1.4881228359109546,278889,0,0,,0
-0.17646361551647335,1.5707963267948966,278929,0,0,,0
-0.17069364971753753,1.6534698176788385,278969,0,0,,0
-0.16442286278170504,1.7361433085627804,279009,0,0,,0
-0.1575362097049985,1.8188167994467224,279049,0,0,,0
-0.14998433919729187,1.9014902903306643,279089,0,0,,0
-0.14178564822518838,1.9841637812146062,279129,0,0,,0
-0.13302298843229754,2.066837272098548,279169,0,0,,0
-0.12383531767604333,2.14951076298249,279209,0,0,,0
-0.11440492182013784,2.2321842538664316,279249,0,0,,0
-0.10494112387488001,2.3148577447503733,279289,0,0,,0
-0.09566163165713808,2.397531235634315,279329,0,0,,0
-0.08677283689746625,2.4802047265182567,279369,0,0,,0
-0.07845045803931665,2.5628782174021985,279409,0,0,,0
-0.07082191068383684,2.64555170828614,279449,0,0,,0
-0.0639516938212186,2.728225199170082,279489,0,0,,0
-0.05783090200923502,2.8108986900540236,279529,0,0,,0
-0.052371723826778495,2.8935721809379653,279569,0,0,,0
-0.04740747992657083,2.976245671821907,279609,0,0,,0
-0.042698408031137565,3.0589191627058487,279649,0,0,,0
-0.03794303790452011,3.1415926535897905,279689,0,0,,0
-0.032794638575398216,3.224266144473732,279729,0,0,,0
-0.02688188472740797,3.306939635357674,279769,0,0,,0
-0.01983259971970066,3.3896131262416156,279809,0,0,,0
-0.011299207119067515,3.4722866171255573,279849,0,0,,0
-0.0009843752612207976,3.554960108009499,279889,0,0,,0
0.01133471992085245,3.6376335988934407,279929,0,0,,0
0.025785054980623306,3.7203070897773824,279969,0,0,,0
0.04238075730980989,3.802980580661324,280009,0,0,,0
0.061011645074980664,3.885654071545266,280049,0,0,,0
0.08143822491422571,3.9683275624292076,280089,0,0,,0
0.10329371691988418,4.05100105331315,280129,0,0,,0
0.126093289480725,4.133674544197092,280169,0,0,,0
0.1492502810318106,4.216348035081034,280209,0,0,,0
0.17209878468492507,4.299021525964976,280249,0,0,,0
0.19392159808590448,4.381695016848918,280289,0,0,,0
0.21398221632284167,4.4643685077328605,280329,0,0,,0
0.23155928935332,4.547041998616803,280369,0,0,,0
0.2459817925920228,4.629715489500745,280409,0,0,,0
0.2566630807646467,4.712388980384687,280449,0,0,,0
0.26313201641059664,4.795062471268629,280489,0,0,,0
0.26505948543892544,4.877735962152571,280529,0,0,P,0
0.26227882722703516,4.9604094530365135,280569,0,0,,0
0.25479900489228363,5.043082943920456,280609,0,0,,0
0.24280970682444183,5.125756434804398,280649,0,0,,0
0.22667798373742343,5.20842992568834,280689,0,0,,0
0.2069364639980173,5.291103416572282,280729,0,0,,0
0.18426362990178574,5.373776907456224,280769,0,0,,0
0.1594570547819611,5.456450398340166,280813,0,0,,0
0.13340087240410203,5.539123889224109,280853,0,0,,0
0.10702905551336672,5.621797380108051,280889,0,0,,0
0.08128630276080583,5.704470870991993,280929,0,0,,0
0.05708846019435693,5.787144361875935,280969,0,0,,0
0.035284427967926316,5.869817852759877,281009,0,0,,0
0.016621423464676724,5.952491343643819,281049,0,0,,0
0.001715292958547469,6.0351648345277615,281089,0,0,,0
-0.008972704932677593,6.117838325411704,281129,0,0,,0
-0.015151564643451037,6.200511816295646,281169,0,0,,0
-0.016707968555206468,0.0,281209,0,0,Z,0
-0.013705246179211168,0.07662421106316569,281249,0,0,,0
-0.006374056859519254,0.15324842212633139,281289,0,0,,0
0.004904574366874864,0.22987263318949708,281329,0,0,,0
0.01962284523881468,0.30649684425266277,281369,0,0,,0
0.03717503253671128,0.38312105531582846,281409,0,0,,0
0.05689000243543234,0.45974526637899416,281449,0,0,,0
0.07806559453216497,0.5363694774421599,281489,0,0,,0
0.10000303144724686,0.6129936885053255,281529,0,0,,0
0.12203954019489764,0.6896178995684912,281569,0,0,,0
0.14357750507490985,0.7662421106316568,281609,0,0,,0
0.1641086963757044,0.8428663216948225,281649,0,0,,0
0.1832324213824111,0.9194905327579881,281689,0,0,,0
0.20066680644704657,0.9961147438211537,281729,0,0,,0
0.21625282032387894,1.0727389548843194,281769,0,0,,0
0.2299510666412306,1.149363165947485,281809,0,0,,0
0.24183178353330276,1.2259873770106506,281849,0,0,,0
0.25205886792237375,1.3026115880738163,281889,0,0,,0
0.26086906943122473,1.379235799136982,281929,0,0,,0
0.2685477562039774,1.4558600102001475,281969,0,0,,0
0.2754028279064867,1.5324842212633132,282009,0,0,,0
0.2817384306370271,1.6091084323264788,282049,0,0,,0
